blue_jungle,blue_support,red_jungle,red_support,games,blue_winrate
Rek'Sai,Bard,Vi,Karma,1,1.0
Rek'Sai,Blitzcrank,Karthus,Milio,1,0.0
Rek'Sai,Karma,Nocturne,Bard,1,0.0
Rek'Sai,Karma,Wukong,Blitzcrank,1,0.0
Rek'Sai,Karma,Wukong,Neeko,1,1.0
Rek'Sai,Leona,Jarvan IV,Rell,1,1.0
Rek'Sai,Lulu,Qiyana,Nami,1,1.0
Rek'Sai,Milio,Lee Sin,Karma,1,1.0
Rek'Sai,Milio,Lee Sin,Lux,1,1.0
Rek'Sai,Nami,Xin Zhao,Bard,1,0.0
Rek'Sai,Nautilus,Lee Sin,Bard,1,0.0
Rek'Sai,Neeko,Jarvan IV,Karma,1,1.0
Rek'Sai,Neeko,Jarvan IV,Leona,1,0.0
Rek'Sai,Neeko,Nocturne,Karma,1,1.0
Rek'Sai,Neeko,Vi,Bard,1,1.0
Rek'Sai,Rakan,Taliyah,Elise,1,0.0
Rek'Sai,Rakan,Vi,Alistar,1,1.0
Rek'Sai,Rakan,Xin Zhao,Karma,1,1.0
Rek'Sai,Rell,Nocturne,Nautilus,1,1.0
Rek'Sai,Rell,Wukong,Alistar,1,1.0
Rek'Sai,Seraphine,Lee Sin,Milio,1,1.0
Rek'Sai,Seraphine,Nocturne,Nami,1,0.0
Rek'Sai,Seraphine,Qiyana,Karma,1,1.0
Rek'Sai,Seraphine,Vi,Karma,1,1.0
Rek'Sai,Seraphine,Xin Zhao,Neeko,1,0.0
Rek'Sai,Sona,Trundle,Bard,1,0.0
Rek'Sai,Taric,Jarvan IV,Neeko,1,0.0
Rek'Sai,Thresh,Aatrox,Rakan,1,0.0
Rengar,Blitzcrank,Viego,Seraphine,1,1.0
Rengar,Elise,Jarvan IV,Neeko,1,0.0
Rengar,Leona,Viego,Alistar,1,1.0
Rengar,Nami,Xin Zhao,Nautilus,1,1.0
Rengar,Nautilus,Dr. Mundo,Seraphine,1,0.0
Rengar,Neeko,Zaahen,Nami,1,0.0
Rengar,Poppy,Vi,Alistar,1,1.0
Rengar,Rakan,Xin Zhao,Nami,1,0.0
Rumble,Karma,Wukong,Bard,1,0.0
Rumble,Nautilus,Jayce,Neeko,1,1.0
Sejuani,Alistar,Nocturne,Renata Glasc,1,1.0
Sejuani,Alistar,Vi,Nautilus,1,0.0
Sejuani,Alistar,Zaahen,Senna,1,0.0
Sejuani,Bard,Nidalee,Rell,1,1.0
Sejuani,Bard,Pantheon,Nami,1,1.0
Sejuani,Bard,Wukong,Milio,1,1.0
Sejuani,Blitzcrank,Pantheon,Lulu,1,0.0
Sejuani,Braum,Dr. Mundo,Alistar,1,0.0
Sejuani,Braum,Maokai,Shen,1,1.0
Sejuani,Braum,Vi,Alistar,1,0.0
Sejuani,Braum,Viego,Rakan,1,0.0
Sejuani,Karma,Jarvan IV,Nautilus,1,1.0
Sejuani,Karma,Jarvan IV,Neeko,1,1.0
Sejuani,Karma,Lee Sin,Bard,1,0.0
Sejuani,Karma,Naafiri,Nami,1,1.0
Sejuani,Karma,Wukong,Nautilus,1,0.0
Sejuani,Leona,Vi,Shen,1,1.0
Sejuani,Lulu,Jarvan IV,Pyke,1,1.0
Sejuani,Lulu,Nocturne,Nautilus,1,0.0
Sejuani,Lulu,Wukong,Nautilus,1,0.0
Sejuani,Lulu,Wukong,Seraphine,1,1.0
Sejuani,Lulu,Xin Zhao,Neeko,1,1.0
Sejuani,Milio,Kha'Zix,Alistar,1,1.0
Sejuani,Milio,Naafiri,Lulu,1,0.0
Sejuani,Milio,Nidalee,Nautilus,1,0.0
Sejuani,Milio,Vi,Nautilus,1,1.0
Sejuani,Milio,Vi,Senna,1,1.0
Sejuani,Milio,Xin Zhao,Seraphine,1,1.0
Sejuani,Nami,Diana,Lulu,1,0.0
Sejuani,Nami,Dr. Mundo,Bard,1,1.0
Sejuani,Nami,Lee Sin,Rakan,1,0.0
Sejuani,Nami,Skarner,Anivia,1,0.0
Sejuani,Nami,Skarner,Milio,1,0.0
Sejuani,Nami,Vi,Neeko,1,0.0
Sejuani,Nami,Wukong,Rakan,1,1.0
Sejuani,Nautilus,Diana,Leona,1,1.0
Sejuani,Nautilus,Jarvan IV,Braum,1,0.0
Sejuani,Nautilus,Lee Sin,Bard,1,0.0
Sejuani,Nautilus,Pantheon,Neeko,1,1.0
Sejuani,Nautilus,Qiyana,Braum,1,0.0
Sejuani,Nautilus,Trundle,Karma,1,0.0
Sejuani,Nautilus,Wukong,Bard,1,1.0
Sejuani,Nautilus,Wukong,Pyke,1,1.0
Sejuani,Neeko,Jarvan IV,Yuumi,1,0.0
Sejuani,Neeko,Maokai,Nami,1,1.0
Sejuani,Neeko,Vi,Leona,1,1.0
Sejuani,Neeko,Wukong,Poppy,1,0.0
Sejuani,Neeko,Xin Zhao,Bard,1,1.0
Sejuani,Neeko,Xin Zhao,Milio,1,1.0
Sejuani,Neeko,Zaahen,Lulu,1,1.0
Sejuani,Pantheon,Lillia,Leona,1,0.0
Sejuani,Pyke,Maokai,Karma,1,0.0
Sejuani,Pyke,Trundle,Leona,1,0.0
Sejuani,Rakan,Nocturne,Nami,1,0.0
Sejuani,Rakan,Trundle,Alistar,1,0.0
Sejuani,Rakan,Trundle,Nami,1,0.0
Sejuani,Rakan,Wukong,Braum,1,1.0
Sejuani,Rell,Aatrox,Neeko,1,0.0
Sejuani,Rell,Jarvan IV,Braum,1,1.0
Sejuani,Rell,Jayce,Nautilus,1,0.0
Sejuani,Renata Glasc,Malphite,Rakan,1,0.0
Sejuani,Renata Glasc,Naafiri,Bard,1,1.0
Sejuani,Renata Glasc,Xin Zhao,Nautilus,1,0.0
Sejuani,Seraphine,Ambessa,Karma,1,0.0
Sejuani,Seraphine,Kha'Zix,Lulu,1,1.0
Sejuani,Seraphine,Trundle,Lulu,1,1.0
Sejuani,Thresh,Maokai,Neeko,1,0.0
Sejuani,Yuumi,Wukong,Karma,1,1.0
Shaco,Rakan,Vi,Rell,1,1.0
Shen,Bard,Pantheon,Neeko,1,0.0
Shen,Bard,Xin Zhao,Alistar,1,1.0
Shen,Bard,Xin Zhao,Nautilus,1,0.0
Shen,Lulu,Wukong,Rell,1,0.0
Shen,Lulu,Xin Zhao,Bard,1,0.0
Shen,Milio,Naafiri,Seraphine,1,1.0
Shen,Milio,Vi,Karma,1,1.0
Shen,Nami,Pantheon,Seraphine,1,1.0
Shen,Nami,Vi,Milio,1,1.0
Shen,Neeko,Vi,Alistar,1,0.0
Shen,Neeko,Vi,Milio,1,0.0
Shen,Rakan,Dr. Mundo,Galio,1,1.0
Shen,Rakan,Nocturne,Poppy,1,0.0
Shen,Rell,Pantheon,Renata Glasc,1,1.0
Shen,Seraphine,Lee Sin,Milio,1,1.0
Shyvana,Blitzcrank,Nasus,Milio,1,0.0
Shyvana,Lulu,Jarvan IV,Bard,1,1.0
Shyvana,Nautilus,Naafiri,Leona,1,1.0
Shyvana,Nautilus,Nocturne,Rell,1,0.0
Shyvana,Nautilus,Pantheon,Braum,1,1.0
Shyvana,Pyke,Qiyana,Neeko,1,1.0
Shyvana,Rell,Nasus,Karma,1,0.0
Shyvana,Renata Glasc,Wukong,Camille,1,1.0
Shyvana,Seraphine,Wukong,Blitzcrank,1,0.0
Sion,Braum,Wukong,Leona,1,0.0
Sion,Leona,Zaahen,Bard,1,0.0
Sion,Milio,Wukong,Neeko,1,1.0
Skarner,Alistar,Dr. Mundo,Rell,1,1.0
Skarner,Alistar,Lee Sin,Nautilus,1,1.0
Skarner,Alistar,Pantheon,Bard,1,1.0
Skarner,Alistar,Sejuani,Lulu,1,0.0
Skarner,Alistar,Sejuani,Nautilus,1,1.0
Skarner,Amumu,Nocturne,Bard,1,1.0
Skarner,Anivia,Lillia,Karma,1,1.0
Skarner,Bard,Jarvan IV,Leona,1,0.0
Skarner,Bard,Lee Sin,Pyke,1,1.0
Skarner,Bard,Lee Sin,Rell,1,0.0
Skarner,Bard,Lee Sin,Seraphine,1,1.0
Skarner,Bard,Naafiri,Seraphine,1,1.0
Skarner,Bard,Nocturne,Nautilus,1,1.0
Skarner,Bard,Pantheon,Anivia,1,0.0
Skarner,Bard,Pantheon,Lulu,1,0.0
Skarner,Bard,Pantheon,Neeko,1,1.0
Skarner,Bard,Pantheon,Seraphine,1,0.0
Skarner,Bard,Trundle,Karma,1,1.0
Skarner,Bard,Trundle,Rell,1,1.0
Skarner,Bard,Wukong,Nautilus,1,0.0
Skarner,Bard,Wukong,Neeko,1,0.0
Skarner,Bard,Xin Zhao,Alistar,1,1.0
Skarner,Bard,Xin Zhao,Karma,1,0.0
Skarner,Blitzcrank,Trundle,Poppy,1,0.0
Skarner,Braum,Ambessa,Rakan,1,0.0
Skarner,Braum,Jayce,Nautilus,1,1.0
Skarner,Braum,Naafiri,Nautilus,1,0.0
Skarner,Braum,Pantheon,Rakan,1,0.0
Skarner,Camille,Lee Sin,Nautilus,1,1.0
Skarner,Camille,Wukong,Neeko,1,0.0
Skarner,Elise,Jarvan IV,Pyke,1,0.0
Skarner,Gragas,Zyra,Alistar,1,0.0
Skarner,Karma,Dr. Mundo,Pyke,1,0.0
Skarner,Karma,Dr. Mundo,Thresh,1,0.0
Skarner,Karma,Jayce,Alistar,1,0.0
Skarner,Karma,Pantheon,Anivia,1,1.0
Skarner,Karma,Pantheon,Lulu,1,1.0
Skarner,Karma,Sejuani,Nami,1,0.0
Skarner,Karma,Vi,Nami,1,1.0
Skarner,Karma,Wukong,Neeko,1,1.0
Skarner,Karma,Xin Zhao,Rakan,1,1.0
Skarner,Karma,Xin Zhao,Seraphine,1,1.0
Skarner,Leona,Kindred,Shen,1,1.0
Skarner,Leona,Lee Sin,Camille,1,0.0
Skarner,Leona,Vi,Poppy,1,1.0
Skarner,Lulu,Dr. Mundo,Neeko,1,1.0
Skarner,Lulu,Jarvan IV,Karma,1,1.0
Skarner,Lulu,Jarvan IV,Rell,1,0.0
Skarner,Lulu,Maokai,Nami,1,1.0
Skarner,Lulu,Naafiri,Karma,1,0.0
Skarner,Lulu,Nocturne,Neeko,1,0.0
Skarner,Lulu,Pantheon,Pyke,1,0.0
Skarner,Lulu,Pantheon,Soraka,1,1.0
Skarner,Lulu,Trundle,Leona,1,1.0
Skarner,Lulu,Vi,Nami,1,0.0
Skarner,Lulu,Vi,Nautilus,1,0.0
Skarner,Lulu,Wukong,Alistar,1,1.0
Skarner,Lulu,Wukong,Milio,1,1.0
Skarner,Lulu,Wukong,Rakan,1,0.0
Skarner,Lulu,Wukong,Seraphine,1,0.0
Skarner,Lulu,Xin Zhao,Karma,1,1.0
Skarner,Lulu,Xin Zhao,Nami,1,1.0
Skarner,Lulu,Xin Zhao,Nautilus,1,0.0
Skarner,Lulu,Xin Zhao,Seraphine,1,1.0
Skarner,Lulu,Zyra,Rakan,1,0.0
Skarner,Lux,Sejuani,Neeko,1,1.0
Skarner,Milio,Aatrox,Nami,1,0.0
Skarner,Milio,Jarvan IV,Nautilus,1,1.0
Skarner,Milio,Lee Sin,Karma,1,1.0
Skarner,Milio,Naafiri,Karma,1,1.0
Skarner,Milio,Nocturne,Lulu,1,0.0
Skarner,Milio,Pantheon,Lulu,1,1.0
Skarner,Milio,Pantheon,Nautilus,1,1.0
Skarner,Milio,Pantheon,Seraphine,1,0.0
Skarner,Milio,Sejuani,Seraphine,1,0.0
Skarner,Milio,Vi,Rakan,1,1.0
Skarner,Milio,Wukong,Nautilus,1,0.0
Skarner,Milio,Xin Zhao,Rell,1,1.0
Skarner,Nami,Jarvan IV,Senna,1,1.0
Skarner,Nami,Lee Sin,Karma,1,1.0
Skarner,Nami,Lee Sin,Lulu,1,1.0
Skarner,Nami,Maokai,Karma,1,1.0
Skarner,Nami,Maokai,Milio,1,1.0
Skarner,Nami,Nocturne,Milio,1,1.0
Skarner,Nami,Pantheon,Karma,1,1.0
Skarner,Nami,Pantheon,Lulu,1,0.0
Skarner,Nami,Pantheon,Nautilus,1,1.0
Skarner,Nami,Qiyana,Bard,1,0.0
Skarner,Nami,Trundle,Leona,1,0.0
Skarner,Nami,Trundle,Neeko,1,1.0
Skarner,Nami,Vi,Milio,1,1.0
Skarner,Nautilus,Aatrox,Seraphine,1,0.0
Skarner,Nautilus,Jarvan IV,Lulu,1,0.0
Skarner,Nautilus,Maokai,Bard,1,1.0
Skarner,Nautilus,Pantheon,Lulu,1,1.0
Skarner,Nautilus,Pantheon,Rell,1,0.0
Skarner,Nautilus,Shyvana,Lulu,1,0.0
Skarner,Nautilus,Vi,Rell,1,1.0
Skarner,Nautilus,Wukong,Braum,1,0.0
Skarner,Nautilus,Wukong,Lulu,1,1.0
Skarner,Nautilus,Wukong,Senna,1,1.0
Skarner,Nautilus,Xin Zhao,Leona,1,0.0
Skarner,Nautilus,Zaahen,Alistar,1,0.0
Skarner,Neeko,Jarvan IV,Lulu,1,1.0
Skarner,Neeko,Lee Sin,Bard,1,0.0
Skarner,Neeko,Maokai,Alistar,1,1.0
Skarner,Neeko,Naafiri,Bard,1,0.0
Skarner,Neeko,Nocturne,Bard,1,1.0
Skarner,Neeko,Pantheon,Karma,1,1.0
Skarner,Neeko,Rek'Sai,Seraphine,1,0.0
Skarner,Neeko,Wukong,Bard,1,0.0
Skarner,Neeko,Xin Zhao,Alistar,1,1.0
Skarner,Neeko,Xin Zhao,Karma,1,1.0
Skarner,Poppy,Lee Sin,Milio,1,1.0
Skarner,Poppy,Pantheon,Alistar,1,1.0
Skarner,Pyke,Vi,Milio,1,1.0
Skarner,Pyke,Xin Zhao,Nautilus,1,1.0
Skarner,Rakan,Sejuani,Lulu,1,1.0
Skarner,Rakan,Vi,Bard,1,0.0
Skarner,Rell,Dr. Mundo,Seraphine,1,1.0
Skarner,Rell,Olaf,Rakan,1,0.0
Skarner,Rell,Pantheon,Camille,1,1.0
Skarner,Rell,Pantheon,Nami,1,0.0
Skarner,Rell,Pantheon,Nautilus,1,1.0
Skarner,Rell,Trundle,Bard,1,1.0
Skarner,Rell,Trundle,Lulu,1,0.0
Skarner,Rell,Xin Zhao,Bard,1,1.0
Skarner,Rell,Xin Zhao,Nautilus,1,1.0
Skarner,Renata Glasc,Lee Sin,Rakan,1,0.0
Skarner,Seraphine,Jarvan IV,Bard,1,0.0
Skarner,Seraphine,Jarvan IV,Milio,1,0.0
Skarner,Seraphine,Lee Sin,Nautilus,1,1.0
Skarner,Seraphine,Nocturne,Neeko,1,0.0
Skarner,Seraphine,Pantheon,Anivia,1,1.0
Skarner,Seraphine,Pantheon,Bard,1,0.0
Skarner,Seraphine,Pantheon,Rell,1,0.0
Skarner,Seraphine,Trundle,Elise,1,1.0
Skarner,Seraphine,Vi,Blitzcrank,1,1.0
Skarner,Seraphine,Vi,Rakan,1,0.0
Skarner,Seraphine,Wukong,Nami,1,1.0
Skarner,Seraphine,Xin Zhao,Karma,1,0.0
Skarner,Seraphine,Xin Zhao,Lulu,1,1.0
Skarner,Seraphine,Xin Zhao,Mel,1,0.0
Skarner,Seraphine,Xin Zhao,Nami,1,0.0
Skarner,Shen,Lee Sin,Camille,1,1.0
Skarner,Shen,Lee Sin,Rell,1,1.0
Skarner,Shen,Sylas,Seraphine,1,0.0
Skarner,Tahm Kench,Lee Sin,Karma,1,0.0
Skarner,Thresh,Nocturne,Bard,1,0.0
Skarner,Yuumi,Xin Zhao,Seraphine,1,0.0
Skarner,Yuumi,Zyra,Rell,1,0.0
Sylas,Alistar,Nocturne,Neeko,1,0.0
Sylas,Alistar,Trundle,Leona,1,0.0
Sylas,Bard,Jayce,Alistar,1,1.0
Sylas,Bard,Pantheon,Alistar,1,0.0
Sylas,Braum,Zyra,Nautilus,1,0.0
Sylas,Karma,Nocturne,Alistar,1,0.0
Sylas,Karma,Xin Zhao,Nautilus,1,0.0
Sylas,Lulu,Xin Zhao,Seraphine,1,0.0
Sylas,Nami,Xin Zhao,Lulu,1,1.0
Sylas,Nautilus,Xin Zhao,Karma,1,1.0
Sylas,Neeko,Ambessa,Alistar,1,0.0
Sylas,Neeko,Jarvan IV,Lulu,1,0.0
Sylas,Rakan,Jarvan IV,Bard,1,0.0
Sylas,Rakan,Nocturne,Neeko,1,1.0
Syndra,Nocturne,Rell,Tryndamere,1,1.0
Taliyah,Alistar,Ambessa,Leona,1,1.0
Taliyah,Alistar,Kha'Zix,Karma,1,1.0
Taliyah,Alistar,Wukong,Karma,1,1.0
Taliyah,Bard,Aatrox,Nautilus,1,1.0
Taliyah,Elise,Jarvan IV,Braum,1,1.0
Taliyah,Elise,Vi,Braum,1,1.0
Taliyah,Elise,Vi,Seraphine,1,1.0
Taliyah,Nautilus,Jayce,Leona,1,0.0
Taliyah,Nautilus,Lee Sin,Rell,1,0.0
Taliyah,Nautilus,Wukong,Braum,1,1.0
Taliyah,Neeko,Zac,Rell,1,1.0
Taliyah,Pyke,Pantheon,Lulu,1,0.0
Taliyah,Rell,Malphite,Braum,1,1.0
Talon,Blitzcrank,Viego,Leona,1,1.0
Talon,Karma,Dr. Mundo,Rakan,1,1.0
Talon,Lulu,Nocturne,Neeko,1,1.0
Talon,Nautilus,Kindred,Pyke,1,1.0
Talon,Seraphine,Naafiri,Rell,1,0.0
Tristana,Lee Sin,Thresh,Mordekaiser,1,1.0
Trundle,Alistar,Dr. Mundo,Karma,1,1.0
Trundle,Alistar,Lee Sin,Nautilus,1,1.0
Trundle,Alistar,Nocturne,Nautilus,1,1.0
Trundle,Alistar,Skarner,Rakan,1,1.0
Trundle,Alistar,Wukong,Leona,1,1.0
Trundle,Alistar,Xin Zhao,Rakan,1,0.0
Trundle,Alistar,Xin Zhao,Yuumi,1,1.0
Trundle,Amumu,Pantheon,Lux,1,1.0
Trundle,Anivia,Aatrox,Bard,1,1.0
Trundle,Anivia,Xin Zhao,Bard,1,1.0
Trundle,Anivia,Zaahen,Karma,1,1.0
Trundle,Bard,Ambessa,Lulu,1,1.0
Trundle,Bard,Jarvan IV,Nautilus,1,1.0
Trundle,Bard,Pantheon,Milio,1,0.0
Trundle,Bard,Pantheon,Nautilus,1,0.0
Trundle,Bard,Skarner,Karma,1,1.0
Trundle,Bard,Skarner,Rakan,1,1.0
Trundle,Bard,Vi,Lulu,1,1.0
Trundle,Bard,Vi,Nautilus,1,0.0
Trundle,Bard,Wukong,Milio,1,1.0
Trundle,Bard,Xin Zhao,Karma,1,1.0
Trundle,Bard,Xin Zhao,Lulu,1,1.0
Trundle,Bard,Xin Zhao,Neeko,1,0.0
Trundle,Bard,Zaahen,Lulu,1,1.0
Trundle,Blitzcrank,Nocturne,Rakan,1,0.0
Trundle,Blitzcrank,Skarner,Rakan,1,1.0
Trundle,Braum,Dr. Mundo,Alistar,1,0.0
Trundle,Braum,Lee Sin,Nautilus,1,0.0
Trundle,Braum,Wukong,Nautilus,1,0.0
Trundle,Braum,Wukong,Thresh,1,1.0
Trundle,Camille,Jarvan IV,Karma,1,1.0
Trundle,Camille,Lee Sin,Rell,1,1.0
Trundle,Camille,Pantheon,Neeko,1,1.0
Trundle,Camille,Vi,Rakan,1,0.0
Trundle,Karma,Kha'Zix,Lulu,1,0.0
Trundle,Karma,Kindred,Nautilus,1,0.0
Trundle,Karma,Lee Sin,Bard,1,1.0
Trundle,Karma,Naafiri,Bard,1,0.0
Trundle,Karma,Pantheon,Milio,1,1.0
Trundle,Karma,Rek'Sai,Milio,1,0.0
Trundle,Karma,Skarner,Rakan,1,0.0
Trundle,Karma,Vi,Rell,1,0.0
Trundle,Karma,Wukong,Leona,1,1.0
Trundle,Karma,Xin Zhao,Bard,1,1.0
Trundle,Karma,Xin Zhao,Nami,1,1.0
Trundle,Karma,Xin Zhao,Seraphine,1,1.0
Trundle,Karma,Zyra,Nautilus,1,0.0
Trundle,LeBlanc,Kindred,Neeko,1,1.0
Trundle,Leona,Malphite,Alistar,1,0.0
Trundle,Leona,Naafiri,Camille,1,0.0
Trundle,Leona,Pantheon,Bard,1,1.0
Trundle,Lulu,Ambessa,Thresh,1,1.0
Trundle,Lulu,Dr. Mundo,Thresh,1,1.0
Trundle,Lulu,Malphite,Karma,1,0.0
Trundle,Lulu,Pantheon,Milio,1,0.0
Trundle,Lulu,Pantheon,Nami,1,1.0
Trundle,Lulu,Skarner,Nami,1,1.0
Trundle,Lulu,Vi,Elise,1,0.0
Trundle,Lulu,Viego,Leona,1,0.0
Trundle,Lulu,Wukong,Blitzcrank,1,1.0
Trundle,Lulu,Wukong,Milio,1,1.0
Trundle,Lulu,Xin Zhao,Bard,1,0.0
Trundle,Lulu,Xin Zhao,Nautilus,1,0.0
Trundle,Lulu,Xin Zhao,Seraphine,1,1.0
Trundle,Lux,Xin Zhao,Milio,1,1.0
Trundle,Maokai,Dr. Mundo,Braum,1,1.0
Trundle,Milio,Aatrox,Bard,1,0.0
Trundle,Milio,Jarvan IV,Lulu,1,0.0
Trundle,Milio,Lee Sin,Rakan,1,0.0
Trundle,Milio,Malphite,Nautilus,1,1.0
Trundle,Milio,Nocturne,Lulu,1,1.0
Trundle,Milio,Olaf,Lulu,1,1.0
Trundle,Milio,Pantheon,Nautilus,1,1.0
Trundle,Milio,Poppy,Nami,1,0.0
Trundle,Milio,Qiyana,Bard,1,1.0
Trundle,Milio,Skarner,Rakan,1,1.0
Trundle,Milio,Vi,Seraphine,1,1.0
Trundle,Milio,Wukong,Lulu,1,0.0
Trundle,Milio,Xin Zhao,Lulu,1,1.0
Trundle,Nami,Dr. Mundo,Rell,1,1.0
Trundle,Nami,Lee Sin,Seraphine,1,1.0
Trundle,Nami,Naafiri,Bard,1,0.0
Trundle,Nami,Skarner,Lulu,1,1.0
Trundle,Nami,Taliyah,Lulu,1,0.0
Trundle,Nami,Xin Zhao,Leona,1,0.0
Trundle,Nautilus,Aatrox,Neeko,1,1.0
Trundle,Nautilus,Dr. Mundo,Lulu,1,1.0
Trundle,Nautilus,Lee Sin,Leona,1,0.0
Trundle,Nautilus,Maokai,Milio,1,1.0
Trundle,Nautilus,Naafiri,Milio,1,1.0
Trundle,Nautilus,Naafiri,Rell,1,0.0
Trundle,Nautilus,Nocturne,Seraphine,1,0.0
Trundle,Nautilus,Pantheon,Lulu,1,1.0
Trundle,Nautilus,Skarner,Lulu,1,1.0
Trundle,Nautilus,Vi,Milio,1,1.0
Trundle,Nautilus,Wukong,Camille,1,0.0
Trundle,Nautilus,Xin Zhao,Braum,1,0.0
Trundle,Nautilus,Xin Zhao,Karma,1,1.0
Trundle,Nautilus,Xin Zhao,Leona,1,1.0
Trundle,Neeko,Aatrox,Nautilus,1,1.0
Trundle,Neeko,Kindred,Alistar,1,1.0
Trundle,Neeko,Pantheon,Nautilus,1,1.0
Trundle,Neeko,Poppy,Rell,1,0.0
Trundle,Neeko,Qiyana,Rakan,1,1.0
Trundle,Neeko,Sylas,Rell,1,0.0
Trundle,Neeko,Vi,Alistar,1,1.0
Trundle,Neeko,Wukong,Nami,1,1.0
Trundle,Neeko,Xin Zhao,Alistar,1,0.0
Trundle,Neeko,Xin Zhao,Lulu,1,1.0
Trundle,Neeko,Xin Zhao,Seraphine,1,0.0
Trundle,Poppy,Nidalee,Nautilus,1,1.0
Trundle,Poppy,Olaf,Camille,1,0.0
Trundle,Poppy,Sejuani,Nautilus,1,0.0
Trundle,Poppy,Xin Zhao,Rakan,1,0.0
Trundle,Pyke,Dr. Mundo,Bard,1,0.0
Trundle,Rakan,Lillia,Karma,1,1.0
Trundle,Rakan,Naafiri,Alistar,1,1.0
Trundle,Rakan,Olaf,Amumu,1,0.0
Trundle,Rakan,Viego,Leona,1,0.0
Trundle,Rakan,Xin Zhao,Karma,1,0.0
Trundle,Rell,Dr. Mundo,Karma,1,0.0
Trundle,Rell,Dr. Mundo,Lulu,1,0.0
Trundle,Rell,Dr. Mundo,Rakan,1,1.0
Trundle,Rell,Naafiri,Camille,1,0.0
Trundle,Rell,Naafiri,Nautilus,1,0.0
Trundle,Rell,Nocturne,Leona,1,1.0
Trundle,Rell,Pantheon,Bard,1,0.0
Trundle,Rell,Sejuani,Bard,1,1.0
Trundle,Rell,Xin Zhao,Alistar,1,1.0
Trundle,Rell,Xin Zhao,Nautilus,1,1.0
Trundle,Rell,Zyra,Nautilus,1,1.0
Trundle,Renata Glasc,Maokai,Lulu,1,0.0
Trundle,Seraphine,Jarvan IV,Nami,1,1.0
Trundle,Seraphine,Naafiri,Milio,1,0.0
Trundle,Seraphine,Nocturne,Yuumi,1,0.0
Trundle,Seraphine,Pantheon,Milio,1,1.0
Trundle,Seraphine,Qiyana,Nautilus,1,1.0
Trundle,Seraphine,Vi,Nami,1,1.0
Trundle,Seraphine,Wukong,Nautilus,1,1.0
Trundle,Seraphine,Wukong,Rell,1,1.0
Trundle,Seraphine,Xin Zhao,Lulu,1,0.0
Trundle,Seraphine,Xin Zhao,Milio,1,1.0
Trundle,Seraphine,Xin Zhao,Nautilus,1,0.0
Trundle,Shen,Lee Sin,Camille,1,0.0
Trundle,Sona,Xin Zhao,Lulu,1,1.0
Trundle,Thresh,Vi,Nautilus,1,0.0
Trundle,Thresh,Wukong,Alistar,1,1.0
Trundle,Yuumi,Zac,Alistar,1,1.0
Trundle,Zilean,Qiyana,Alistar,1,0.0
Tryndamere,Karma,Xin Zhao,Nautilus,1,0.0
Tryndamere,Rell,Xin Zhao,Alistar,1,1.0
Udyr,Bard,Wukong,Rell,1,1.0
Udyr,Maokai,Hecarim,Milio,1,1.0
Udyr,Milio,Aatrox,Nautilus,1,0.0
Udyr,Nami,Volibear,Nautilus,1,1.0
Udyr,Zilean,Jax,Milio,1,0.0
Urgot,Karma,Xin Zhao,Bard,1,1.0
Urgot,Leona,Nocturne,Maokai,1,0.0
Urgot,Zilean,Vi,Shen,1,0.0
Vi,Alistar,Ambessa,Nami,1,1.0
Vi,Alistar,Jarvan IV,Bard,1,0.0
Vi,Alistar,Jarvan IV,Braum,1,1.0
Vi,Alistar,Jarvan IV,Lulu,1,0.0
Vi,Alistar,Jarvan IV,Nautilus,1,1.0
Vi,Alistar,Jarvan IV,Poppy,1,0.0
Vi,Alistar,Jarvan IV,Rakan,1,1.0
Vi,Alistar,Jarvan IV,Rell,1,0.0
Vi,Alistar,Jarvan IV,Shen,1,0.0
Vi,Alistar,Jayce,Nautilus,1,1.0
Vi,Alistar,Jayce,Rell,1,1.0
Vi,Alistar,Lee Sin,Nautilus,1,1.0
Vi,Alistar,Neeko,Rell,1,0.0
Vi,Alistar,Nocturne,Karma,1,0.0
Vi,Alistar,Nocturne,Lulu,1,1.0
Vi,Alistar,Nocturne,Rakan,1,1.0
Vi,Alistar,Nocturne,Tahm Kench,1,1.0
Vi,Alistar,Pantheon,Braum,1,1.0
Vi,Alistar,Pantheon,Lulu,1,1.0
Vi,Alistar,Pantheon,Nautilus,1,0.0
Vi,Alistar,Pantheon,Renata Glasc,1,1.0
Vi,Alistar,Qiyana,Braum,1,1.0
Vi,Alistar,Qiyana,Rell,1,0.0
Vi,Alistar,Sejuani,Braum,1,1.0
Vi,Alistar,Trundle,Leona,1,0.0
Vi,Alistar,Viego,Nautilus,1,1.0
Vi,Alistar,Viego,Poppy,1,1.0
Vi,Alistar,Viego,Rell,1,0.0
Vi,Alistar,Wukong,Karma,1,1.0
Vi,Alistar,Wukong,Nautilus,1,1.0
Vi,Alistar,Wukong,Neeko,1,1.0
Vi,Alistar,Xin Zhao,Leona,1,1.0
Vi,Alistar,Xin Zhao,Rell,1,1.0
Vi,Alistar,Zaahen,Braum,1,0.0
Vi,Anivia,Pantheon,Rell,1,1.0
Vi,Anivia,Xin Zhao,Alistar,1,1.0
Vi,Anivia,Xin Zhao,Nami,1,1.0
Vi,Bard,Aatrox,Seraphine,1,0.0
Vi,Bard,Ambessa,Karma,1,1.0
